original_frame_idx,extracted_15hz_idx,time_sec,success,reason,frame_keypoints,satellite_keypoints,good_matches,inliers,inlier_ratio,sat_px,sat_py,estimated_lat,estimated_lon,runtime_sec
6030,3015,201.201,True,success,4654,2935,588,24,0.04081632653061224,21.49030876159668,294.957275390625,43.5222714135707,-5.625117564751491,0.1273958683013916
6060,3030,202.202,False,not_enough_inliers,4664,2935,575,0,0.0,,,,,0.1318800449371338
6090,3045,203.203,True,success,4375,2935,561,24,0.0427807486631016,143.3892364501953,67.70406341552734,43.522507136849505,-5.62494318693669,0.12377023696899414
6120,3060,204.204,True,success,4451,2935,569,29,0.050966608084358524,23.43378448486328,294.8547058105469,43.522271519963425,-5.6251147845871685,0.12871599197387695
6150,3075,205.205,False,not_enough_inliers,4140,2935,546,4,0.007326007326007326,,,,,0.12673377990722656
6180,3090,206.20600000000002,True,success,3800,2935,525,36,0.06857142857142857,27.062070846557617,308.8727722167969,43.52225697939259,-5.625109594281923,0.11973690986633301
6210,3105,207.207,True,success,3887,2935,527,19,0.036053130929791274,134.53579711914062,128.74395751953125,43.52244382199778,-5.624955851883271,0.12600302696228027
6240,3120,208.208,True,success,3969,2935,507,29,0.05719921104536489,23.387840270996094,294.87786865234375,43.52227149593722,-5.625114850310894,0.12127304077148438
6270,3135,209.209,True,success,3834,2935,498,20,0.040160642570281124,143.42018127441406,67.67987060546875,43.52250716194396,-5.624943142669764,0.12072873115539551
6300,3150,210.21,False,not_enough_inliers,3944,2935,531,5,0.009416195856873822,,,,,0.12241792678833008
6330,3165,211.211,True,success,4824,2935,608,24,0.039473684210526314,129.2497100830078,127.23482513427734,43.522445387376365,-5.624963413691404,0.12928199768066406
6360,3180,212.21200000000002,True,success,4414,2935,538,26,0.048327137546468404,23.95077896118164,294.6908874511719,43.522271689887866,-5.625114045020638,0.12725830078125
6390,3195,213.213,True,success,4322,2935,547,32,0.05850091407678245,144.18687438964844,68.3762435913086,43.52250643961752,-5.624942045906465,0.1259293556213379
6420,3210,214.214,True,success,4086,2935,536,31,0.05783582089552239,143.3820343017578,67.7751693725586,43.522507063093464,-5.624943197239446,0.12537884712219238
6450,3225,215.215,True,success,3866,2935,547,39,0.0712979890310786,143.73367309570312,67.77250671386719,43.52250706585536,-5.6249426942161165,0.1211550235748291
6480,3240,216.216,True,success,3935,2935,547,44,0.08043875685557587,144.20547485351562,67.54652404785156,43.52250730026027,-5.624942019298288,0.11962890625
6510,3255,217.217,True,success,3728,2935,569,51,0.08963093145869948,143.4005126953125,67.6905288696289,43.52250715088846,-5.624943170805892,0.12235808372497559
6540,3270,218.21800000000002,True,success,3637,2935,585,56,0.09572649572649573,143.39376831054688,67.67768096923828,43.5225071642152,-5.624943180453812,0.12016797065734863
6570,3285,219.219,True,success,3429,2935,536,39,0.07276119402985075,129.8462677001953,126.13933563232422,43.522446523695315,-5.624962560308887,0.11800003051757812
6600,3300,220.22,True,success,3454,2935,573,41,0.07155322862129145,143.17733764648438,67.46737670898438,43.52250738235739,-5.62494349006036,0.11594891548156738
6630,3315,221.221,True,success,3378,2935,577,48,0.0831889081455806,23.852127075195312,295.34185791015625,43.52227101465344,-5.625114186143293,0.11463809013366699
6660,3330,222.222,True,success,3784,2935,604,67,0.11092715231788079,143.59930419921875,67.29671478271484,43.522507559379804,-5.624942886432365,0.11922717094421387
6690,3345,223.223,True,success,3724,2935,597,63,0.10552763819095477,143.397705078125,67.69219207763672,43.52250714916327,-5.624943174822221,0.11964583396911621
6720,3360,224.22400000000002,True,success,3789,2935,664,85,0.1280120481927711,143.39674377441406,67.69184112548828,43.5225071495273,-5.624943176197377,0.13567209243774414
6750,3375,225.225,True,success,3781,2935,613,90,0.1468189233278956,142.87831115722656,68.72611236572266,43.52250607670932,-5.624943917821213,0.12368893623352051
6780,3390,226.226,True,success,3846,2935,651,92,0.141321044546851,143.55059814453125,67.42829895019531,43.52250742289155,-5.624942956106935,0.12153482437133789
6810,3405,227.227,True,success,3848,2935,656,101,0.15396341463414634,143.43246459960938,67.48372650146484,43.52250736539824,-5.624943125098326,0.12286782264709473
6840,3420,228.228,True,success,3823,2935,642,96,0.14953271028037382,143.3963165283203,67.69136810302734,43.52250715001796,-5.624943176808557,0.12509632110595703
