original_frame_idx,extracted_15hz_idx,time_sec,success,reason,frame_keypoints,satellite_keypoints,good_matches,inliers,inlier_ratio,sat_px,sat_py,estimated_lat,estimated_lon,runtime_sec,frame,latitude,longitude,error_m
6390,3195,213.213,True,success,4322,2935,547,32,0.0585009140767824,144.18687438964844,68.3762435913086,43.52250643961752,-5.624942045906465,0.1259293556213379,6391,43.522077,-5.625617,72.40011389156724
6420,3210,214.214,True,success,4086,2935,536,31,0.0578358208955223,143.3820343017578,67.7751693725586,43.522507063093464,-5.624943197239446,0.1253788471221923,6421,43.522103,-5.625604,69.69481958545101
6450,3225,215.215,True,success,3866,2935,547,39,0.0712979890310786,143.73367309570312,67.77250671386719,43.52250706585536,-5.6249426942161165,0.1211550235748291,6451,43.522128,-5.62559,67.08610554479854
6480,3240,216.216,True,success,3935,2935,547,44,0.0804387568555758,144.20547485351562,67.54652404785156,43.52250730026027,-5.624942019298288,0.11962890625,6481,43.522154,-5.625577,64.5328576320725
6510,3255,217.217,True,success,3728,2935,569,51,0.0896309314586994,143.4005126953125,67.6905288696289,43.52250715088846,-5.624943170805892,0.1223580837249755,6511,43.522179,-5.625563,61.87884612235666
6540,3270,218.218,True,success,3637,2935,585,56,0.0957264957264957,143.39376831054688,67.67768096923828,43.5225071642152,-5.624943180453812,0.1201679706573486,6541,43.522202,-5.625552,59.674583688981684
6570,3285,219.219,True,success,3429,2935,536,39,0.0727611940298507,129.8462677001953,126.13933563232422,43.522446523695315,-5.624962560308887,0.1180000305175781,6571,43.522218,-5.625543,53.25335230284477
6600,3300,220.22,True,success,3454,2935,573,41,0.0715532286212914,143.17733764648438,67.46737670898438,43.52250738235739,-5.62494349006036,0.1159489154815673,6601,43.522226,-5.625539,57.30950578270678
6630,3315,221.221,True,success,3378,2935,577,48,0.0831889081455806,23.852127075195312,295.34185791015625,43.52227101465344,-5.625114186143293,0.1146380901336669,6631,43.522227,-5.625538,34.52006554857334
6660,3330,222.222,True,success,3784,2935,604,67,0.1109271523178807,143.59930419921875,67.29671478271484,43.52250755937981,-5.624942886432365,0.1192271709442138,6661,43.522227,-5.625527,56.49130167600879
6690,3345,223.223,True,success,3724,2935,597,63,0.1055276381909547,143.397705078125,67.69219207763672,43.52250714916327,-5.624943174822221,0.1196458339691162,6691,43.52223,-5.625488,53.660132973638866
6720,3360,224.224,True,success,3789,2935,664,85,0.1280120481927711,143.39674377441406,67.69184112548828,43.5225071495273,-5.624943176197377,0.1356720924377441,6721,43.522233,-5.62545,50.98196684308934
6750,3375,225.225,True,success,3781,2935,613,90,0.1468189233278956,142.87831115722656,68.72611236572266,43.52250607670932,-5.624943917821213,0.1236889362335205,6751,43.522236,-5.625413,48.294022598554506
6780,3390,226.226,True,success,3846,2935,651,92,0.141321044546851,143.55059814453125,67.42829895019531,43.52250742289155,-5.624942956106935,0.1215348243713378,6781,43.522239,-5.625376,45.934196252441446
6810,3405,227.227,True,success,3848,2935,656,101,0.1539634146341463,143.43246459960938,67.48372650146484,43.52250736539824,-5.624943125098326,0.1228678226470947,6811,43.522242,-5.625339,43.46813089557538
6840,3420,228.228,True,success,3823,2935,642,96,0.1495327102803738,143.3963165283203,67.69136810302734,43.52250715001796,-5.624943176808557,0.125096321105957,6841,43.522245,-5.625302,41.06973620364792
