ms,source,est_lat,est_lon,gt_lat,gt_lon,pos_err_m
188221,vo,43.52187626207389,-5.625083214967326,43.521867,-5.625181,7.937325745980648
188421,vo,43.52187539211187,-5.625081288085226,43.521867,-5.625181,8.079431685996918
188621,vo,43.52187506196056,-5.625080556831857,43.521868,-5.625182,8.202437639925755
188821,vo,43.52187543670036,-5.625081386844442,43.521869,-5.625184,8.289910811835268
189022,vo,43.521876527172964,-5.625083802136257,43.521871,-5.625186,8.248486683288146
189222,vo,43.52187833353859,-5.625087803062174,43.521874,-5.625189,8.159267779859118
189422,vo,43.52188075764946,-5.625093172234351,43.521879,-5.625193,8.03724284881236
189622,vo,43.52188378176035,-5.625099870348786,43.521883,-5.625197,7.818191467681599
189822,vo,43.52188707159514,-5.625107157016076,43.521889,-5.625202,7.636661800630044
190023,vo,43.521890521579834,-5.625114798399987,43.521894,-5.625207,7.431100046181227
190223,vo,43.52189387977953,-5.625122236488967,43.521899,-5.625211,7.16691013182889
190423,vo,43.52189704262401,-5.625129241884935,43.521904,-5.625216,7.025504099170077
190623,vo,43.52190000975862,-5.625135813802391,43.521909,-5.62522,6.849011839203749
190823,vo,43.52190294629082,-5.6251423179384705,43.521913,-5.625224,6.668412248789741
191024,vo,43.52190583434526,-5.625148714700967,43.521918,-5.625229,6.601539694159551
191224,vo,43.52190868562516,-5.625155030011404,43.521922,-5.625233,6.447268292067856
191424,vo,43.52191150546363,-5.625161275682094,43.521927,-5.625237,6.332865695003183
191624,vo,43.52191433000452,-5.625167531768205,43.521931,-5.625241,6.196007514633728
191824,vo,43.52191713259503,-5.625173739236321,43.521936,-5.625246,6.181644427198748
192025,vo,43.521919953689306,-5.625179987688506,43.52194,-5.625249,5.9837268346951324
192225,vo,43.52192280368916,-5.625186300163762,43.521944,-5.625254,5.935230679701936
192425,vo,43.521925637463696,-5.625192576701511,43.521949,-5.625258,5.869663864722754
192625,vo,43.52192846060651,-5.625198829691015,43.521954,-5.625262,5.8213130864656915
192825,vo,43.521931279454314,-5.625205073167471,43.521958,-5.625266,5.7310235516004875
193026,vo,43.52193411438564,-5.625211352267389,43.521962,-5.62527,5.6447351207192416
193226,vo,43.521936935098,-5.625217599873671,43.521967,-5.625274,5.63417367882849
193426,vo,43.52193976043738,-5.6252238577283435,43.521971,-5.625279,5.632251025249066
193626,vo,43.52194257111483,-5.625230083108264,43.521976,-5.625283,5.648789901202964
193826,vo,43.52194539619507,-5.625236340388985,43.52198,-5.625287,5.601702303528144
194027,vo,43.52194819227201,-5.625242533430188,43.521985,-5.625291,5.648887729019376
194227,vo,43.52195070435367,-5.625248097449175,43.521989,-5.625294,5.631987465063663
194427,vo,43.521952853517675,-5.625252857640503,43.521992,-5.625298,5.664163940681593
